session_id,worker_id,model,prompt,fluency,helpfulness,ease,helpfulness_freetext,change_freetext,adjectives
89fe6d202def44f7a5586d54686bfdd5,b13d207dec8639cc7d8c0fee2b08fa8b,InstructDavinci,77,4,4,4,"Answered the questions quite well, other than one it gave a very unclear answer.",There was no change on how or why I chose to interact with the AI.,Useful
6833b27f51494caebd97ed09373519c4,639fef277eaa36428069c06cbacb3178,InstructDavinci,77,5,4,5,The AI assistant was able to understand my questions and gave reasons for the answer.,"No, it stayed the same.","Quick, Reliable, Knowledgable"
472b191782784ac286db1ab61a2e97f6,dc8a5cf770a61d1a4edd75721ba94197,InstructDavinci,22,5,5,5,It helped me answer the question faster.,no,"quick, smart"
5622704c6dae4df397a19b0439a4c838,a3d6bd8840704f01ab3d90683f5153d3,InstructDavinci,43,5,5,5,They had a answer for me everytime in a very clear manner. I could not have answered the questions without it.,"No, not really. I just rephrased the question into an easier to understand statement.","Helpful, Knowledgeable, Understanding, great"
bbc83da5b47148df82509910ec7b62ba,a4ee2c7654733c303e3911ab5ca7d646,InstructDavinci,36,5,4,5,it was concise,"no, just ask directly",responsive
3c06273498b64a8681fbddadc8ca5693,df98f82a04c359a849e2b8a924401a25,InstructDavinci,57,4,3,5,"it was somewhat helpful on some of the questions, not so much on some.","at first i couldnt even ask it questions, for the first 5 questions or so.","fast, helpful"
87be0e4aa58a4c37889286451daccb0b,3914e2f6df09130eebdf83ad1ad432c2,InstructDavinci,78,4,5,5,I was able to get the answers I needed with the help of the AI.,no,"helpful, efficient"
98298cc01d4a4bb29264b250560984fc,3b70c1269d5ab4e2fa7a36e7e09a0296,InstructDavinci,0,5,5,5,I was expecting it to be difficult but the AI seemed to be able to understand everything that I typed.  The responses were always legible and made sense even if it wasn't the answer that I was looking for.   The AI in my opinion was extremely helpful.,"I started with trying to think of a question, but then I changed that and started with typing the statement that was in front of me and went from there.","Alert, knowledgeable, clear, understandble"
e394bba7ccd449899513492fe8307645,4ab2b97ab0951a2b06b59327e0d85e32,InstructDavinci,99,3,3,2,"It was somewhat helpful, but it was not very user friendly. It was more like trying to figure out clues both in figuring out what to type and interpreting the results. Obviously not as good as Google, Alexa or any other search engine or AI assistant.",not really. In the middle only once did I attempt to ask it a direct question. Other than that I attempted to give it as much info as possible.,"difficult, unfriendly, complicated, annoying"
08a17aab733f41d4b2a7f7ac7063bf1b,ede66d3c8e5e6935812093c3b41a7414,InstructDavinci,23,5,5,5,It gave me the exact results I needed most of the time.,no,Intelligent
856671348e044b61a6512fd9f0a537be,fbb8894b4753cc6a41917063e99db728,InstructDavinci,73,5,5,5,It was on the same page with my thinking and had quick answers for me...as long as I worded the questions correctly and carefully.,I tried to be more precise with the way I worded questions to get a definitive answer.,Brilliant helper
d5bfeebf0c8843e697ace34d3c043bec,115f483210e5e048e5180d71f7dbbfad,InstructDavinci,36,3,5,4,"assuming the information provided was correct, having a quick easy interface to get info is convenient and would likely increase the quality of research results due to info easily available to help the researcher draw more conclusions.  the catch is knowing when it's right or not...","yes, partially due to the fact that I so thoroughly didn't understand the subject matter of the last few questions so found it difficult to judge the info provided by the AI.  In those instances it was necessary to use the information given to stairstep backward with component questions to see if the accuracy holds","simple, useful, novelty for not but with great potential"
7a5adb8f55dd4e5eb824b12ddc996c05,ddadbe8a606c23aff3455110f6972c5d,InstructDavinci,19,4,4,3,It seemed to provide good query feedback as long as the query was written so the AI could understand what was being asked. Sometimes it got backed up and stalled out.,"Yes, several times the system bogged down, and then it made you hit generate query result before you typed in your query.","Helpful, proficient,"
b8696e1690d345ef878586af49b655ad,dd058046774b5024e0442a6d6ff607bd,InstructDavinci,50,2,2,2,"It was hard to understand how to use, even with the instructions. It's answers or help didn't make sense to me a lot of the time.",Not really.,"Unhelpful, confusing, weird"
a715c5ec58c94e3687e8a3ae3afef776,0f02ed08c6ff4d80dae6f7052809efe9,InstructDavinci,94,4,4,4,It's helpful because I could get the answer easily after using the AI assistant for most questions.,No.,"user-friendly, simple"
5229ea640bb547c2b8d32039459275de,b3b19e9458fab10c81aa808cb789d3b2,InstructDavinci,4,3,3,2,It was hard to give it an answer that was even an option to select.,"Yes, I tried to be more specific because it was not helping.","Incompetent, janky"
73a010b47f234a0a8388dd23628b380d,aa33bfacd896dac9d08c950741a219bb,InstructDavinci,9,4,5,4,"It found the answers quite quickly and seemed to understand what I was saying. Some required more prompts, though.",Yes. I started to ask more questions/prompts since questions got harder.,"easy, helpful, interesting, fun"
72dd6381b08f408897c315d76b528e1b,07b930fef2ef9811af34871c7c5967af,InstructDavinci,8,4,5,5,I had no clue so at least it gave me better chance. I could eliminate the ones I knew were wrong.,Yes I found it was clearer how to ask it as I went along,Resourceful
f8415054f0ea4fcdb041b1c0f7e4b370,b5568db52091388d521ec86210885b51,InstructDavinci,5,5,5,5,It was helpful to be able to access answers to these questions and disqualify them.,I think I moved to a strategy of disqualifying each available answer with the AI Assistant' help.,"Helpful, easy, high-tech."
99f03f49c35c48bbb1b1e685ea1e2daf,676c2db717678227d492a7ac4b74dff0,InstructDavinci,60,4,5,4,"Once I familiarized myself with how to use the AI Assistant, I found it much easier to find an answer (rather than simply guess). That said, it did take some time - roughly two questions - before I started to know what to ask.","It did. At first, my questions were somewhat vague. As time went on, I became more specific. Or, I would ask two questions - with the second building on the first - in order to find an answer.","Literal, competent, multi-faceted, knowledgeable."
89abdd6c457a4b8db598cad0a4722f59,fad11a6b28282cc1f8848b4e1f958061,InstructDavinci,30,4,5,5,"For questions that had direct answers/solutions, the AI assistant was very prompt and helpful in its replies.","Yes. Depending on the question, I sometimes had to word my prompt to the AI assistant in a certain way.","Fast, efficient, helpful, concise"
2d943c92bd194e0db761c5352b99756b,99c9e14eafb83516ba94fa0efa32555d,InstructDavinci,60,5,5,5,The AI was very helpful!,Tried to switch up how I was asking the questions to give it more of a challenge.,"knowledgeable, helpful, agreeable"
7ea1d5af3fa149068e4839dd1e728c67,f0f8d275d1cb0d34fbe4af0d60187a75,InstructDavinci,80,4,5,4,"Kind of helpful, sometimes the answer changed depending on how I asked the question.",I had to ask complete sentences to get a more specific answer.,"quick, specific, answer changed"
c99e5b605075498cbf62e2ee55d62d4f,daf9f4ab06e7306b7ff9867dd7493f36,InstructDavinci,47,4,5,4,The AI was good at taking my query and finding an appropriate answer.,I'd just ask it a question that I feel it can understand.,"Fast, intelligent, capable, efficient."
a2a7593895f740beaa76fed73a31ae0a,75146267f971a6dd8c343e2a70c3f526,InstructDavinci,51,5,5,5,It helped me find the correct answers after I entered simple queries.,No,"reliable, smart, capable"
159dc070434f4d6c8213eb20d350fe3e,20c5bf9bb44dcbb8db0319810ec6b17a,InstructDavinci,19,5,5,5,"I found it very helpful. It only gave me problems on one question, and that question was, in my opinion, very poorly worded.","I chose to have it complete a sentence on the last question, but that was just to change tactics. I would probably normally just ask it questions as I did in the first questions.","helpful, knowledgeable, fast"
fcc6e57f0975427aa81a22cc69a698fa,93801ecc8c6c0f3017bf17c727099366,InstructDavinci,37,4,5,5,"It was usually very helpful because it would gave me the answer.  The only one it was not very helpful with was the question about Donald Duck's nephews names.  Because no matter how I asked it, it did not give me a clear answer.",I would rephrase the question if I did not get a clear answer the first time.,"smart, competent, intelligent"
7f0f3eeeb4e54d779733cf1bedab1862,f2e0275de8e06b2d39c70fcd943f9a6a,InstructDavinci,14,5,5,5,It was essentially like have a smartphone assistant; like a little answer booklet you can always access.,I was a bit lazy with 2 of the questions and just copied and pasted the question. Hope that's alright ☺,"Concise, clear, direct, informative."
c17dc8416d2d471d90a0b5c398c07300,22ee44b25757d856fa07a1f3a7ec1f26,InstructDavinci,91,4,4,4,The AI Assistant was helpful because most of the time it gave me an answer that at least related to one of the answer choices.,No.,"knowledgeable, informative, interesting"
96d4316bed114b9fbc8a4bcc5acac99d,c19ace66daa69e60f7511dd5ca8c47fb,InstructDavinci,83,5,5,4,The AI gave me more insight to questions I had no idea about. I would have had to make a guess as to what the answer would be without the AI's assistance.,"No, I asked the questions in the same format I was instructed to and didn't deviate. It seems to work so I went with it.","Literal, knowledgeable, trustworthy"
3ac66f9febb34ed9886998a31156c606,58fd87ce1f1f0f5268abc98a98ad3404,InstructDavinci,59,4,5,4,There were alot of questions i did not know the answer to.,No. I followed the examples in the instructions.,Compliant. Helpful. Straight-Forward. Knowledgeable.
a71095569f6b41f6993ca2d41c8aad8d,c38ce32f7841f2ec96e0da64598fbc02,InstructDavinci,94,5,5,5,a lot of the questions seemed a little hard for me. the AI was very straight forward and seemed to know what it was talking about,no,"Smart, fast, accurate"
53acc5c6b3df4097accc10802f23dd6d,807dfc125f09be392a1f1b58c05b3742,InstructDavinci,66,5,5,5,I found it helpful once I got the hang of things but after the attention check question the AI Assistant remained disabled and I wasn't able to get its help for the remaining questions.,"No it didn't really change, the more detailed I was the better it did.","Knowledgeable, efficient, fast"
70b60ef463ef4720b6c5d7e8602e9809,b6bf78dcefe95729c1dcad05201a1aef,InstructDavinci,0,4,5,4,I found it to be helpful in providing a workable solution to each question. The thing that I found unhelpful was some of the redundant snd repeated information that it would give on some occasions.,"No, I mostly stuck to the same method throughout the task.","Helpful, insightful and intelligent."
178d1e8e08f24b889262cad056e6d34c,840a87fe6b093f707535c12e6666e54a,InstructDavinci,3,4,5,4,It gave me answers to questions that I didn't know.,Yes. I learned to phrase things differently.,"Quick, thoughtful, understanding."
79a0c11c2bca4f108fe729127e8818d3,397471af242a3f09d1888fd969ca220d,InstructDavinci,34,5,5,4,There were two questions I was unfamiliar with. It was just easier getting help from the harder questions.,"Yes, in later question  I did a cross check. reforming the question to ensure I got the right answer and saving time.","Easy, loose, and simple"
da3d2a10262543cf913b025c920ce7d0,0ae2c0405440a1680021919628600e8f,InstructDavinci,5,4,5,5,It only took 1 - 3 tries to get a clear answer with a second confirmation of the answer.,I began without offering possible answers then figured out it was using those possible answers as keywords in the searches.,"intuitive, learned, anticipating"
83dd18c41488408db8bdc04b86942248,6b8419bd1e78c79f8025b9616c6eed11,InstructDavinci,71,4,3,5,I think I used the assistant a little bit incorrectly. It did give me some interesting answers though so if I would have done it correctly it might have been very helpful.,I tried multiple prompts to see if it would narrow down the answers I was looking for.,"fast, knowledgeable, reliable"
0c8020ba12d34e9f8d239f5195d133a3,9cf53ac9fa5451a616d830159b722731,InstructDavinci,86,5,5,5,I found it very helpful because I could ask it the questions and get accurate answers easily and quickly.,No,"fast, clear, intelligent, accurate"
12b388b94cf941ad95d86b892e7da0c3,b277461535122dea2c23e5a3b3c87fc0,InstructDavinci,1,5,5,5,"The AI is actually more helpful than I expected, it comes up with clear and accurate answers to all the questions and I don't have to rephrase the question in most cases","nope, I didn't change the way to interact with the AI, it understood me well from the beginning.","smart, efficient, competent"
1ba0de84c267441ebc579d50791c0fff,e2541ac5729bc341fab976d4263f5d19,InstructDavinci,29,3,3,5,"unhelpful, as most answers were different.",I tried my best to try to repeat the question.,mediocre
db20e660e4ba4092b69ae582e4039e0a,f3c05dfbf3ac009c47785366c75b3516,InstructDavinci,42,5,5,5,It gave pretty much the answers I was looking for!,"No, it remained the same.","easy, quick"
6c60655139324519bd2ac5cc3a4d7999,1ffae39d6a9db1d765bb59f88fe2858b,InstructDavinci,3,5,5,5,I found that the AI had a lot of knowledge at its disposal. If I was stuck with something the AI Assistant helped me with sending me in the right direction or giving me the answer. The AI assistant does well with communicating and passing on the knowledge it has access to.,I tried to type the question to the AI but I saw it wasn't working well so I began to type the options to the AI then ask a question and that really helped the AI understand.,"Interesting, quick, fast, helpful, easy, insightful, and informative."
b1ae185d4e084e28ae7b8653d90883b7,03e7388eb60625a1b4b717a0c876a431,InstructDavinci,96,5,5,5,It given clear instruction for the answers,"Yes, it will be really easy for me. They have given right clues for me",smart
f0da99071e734618847684d54eca271c,f760b42395fe6033c46b044fc9979ba2,InstructDavinci,23,5,5,5,"It is really helpful for me, Because it give the correct clue for the answers",no,brave
c4f7ee56ad674fada110d3b3ce25dca8,c8c3bf023526db8c500e021700b30a70,InstructBabbage,3,4,4,5,it provided me some base line information to come to a conclusion.,if i felt I could guess better then waiting for it to understand me I would,just an information bot
e2b1af4fbf824778a60d7bdc37cea3cc,7f3ade42b94a1648f4b88b99ee65b157,InstructBabbage,19,5,2,5,"The AI Assistant rarely gave sensible answers. For one, it thought that I was talking about Britain when the question seemed to ask about China. For another, it completely misinterpreted the question.","No, it didn't change. I just tried copying-and-pasting the question in to see what the AI assistant would think of it.","Fluent, foolish, dumb, easy"
2644993bc4d9432090d29d802aeb3e9b,0824ceff6a8181938c3dc5c85ed026e3,InstructBabbage,66,3,4,5,"It was able to help me with a few answers, that's about it.","No, I still kept it brief but concise.","typical, usual, straight-forward"
7dc9dbc11ff340fbbe124ccea6f4c338,163fecd6997e08479be7a72ac100d954,InstructBabbage,84,2,2,1,It did not give correct answers to some of the questions and some of the answers were off topic totally.,yes because at first i tried to paraphrase the questions and when that didnt work i tried to copy and paste the exact questions which also didn't work very well,"unhelpful, incorrect"
638936cbc71a4ae8a0d6dad284c0151f,7b865ae762b3dbec4ede7b4d1150fdc0,InstructBabbage,15,3,3,2,It didn't always understand my question and often gave odd or misleading answers.,"I tried to change the way I phrased my questions because the AI Assistant often did not understand straightforward questions. It did not understand lists, so I would sometimes ask about individual multiple choice answers instead of all of them at once. I also had to make sure to be careful with my punctuation since that would greatly change the AI's understanding of my question.","clunky, flawed, work-in-progress"
8350fa3c9df74338888d488a9c003d94,11d1b111fbcc9c2679c12413e347ecf0,InstructBabbage,34,3,4,4,It was helpful to get additional information to help answer the questions.,I used prompts that helped give more information.,"informative, interesting, responsive"
b8755fe2da014d1fba534bd691e0d8f4,45dbc3d985bcc1aa04daea57524de714,InstructBabbage,39,5,4,5,It gave me information I needed to answer the questions.,no I don't think so,"Helpful, responsive, thorough"
cdae8b057ad24cc1919a37e3ec33a538,dcf48fe945284b939e92611967525c2f,InstructBabbage,50,1,2,4,it seemed to act like the i'm feeling lucky button on a google search not very helpful,I tried different search types and got nowhere,"basic, unhelpful, mechanical"
d3604bd510c042ddb7e56e0ea336e1df,e5150aa3ecc672e54d1774d71b9b7850,InstructBabbage,79,3,4,4,It provide useful answers some of the time,No,responsive standard clever
04af9e1b6adf420d98cb721f452a00f4,6588854ceffdfb7d47aed8144feb7e19,InstructBabbage,60,5,5,5,"The questions were things that were not common facts that most people would know off hand. So, having access to an AI assistant that has more information is extremely helpful to reference for information. It was good at interpreting my questions and providing relevant information.","I initially didn't include the multiple choice options because I didn't know how helpful it would be to include them, but after a couple questions with the AI not giving definitive answers without them, I started including them. The information the AI gave when I didn't provide the choices was still relevant and helpful in finding the right answer, but giving the options made the AI give definitive answers. Whether those definitive answers were correct or not, I do not know.","Competent, quick, smart,"
8f3ecee4282b42a19a38f88f0fa99a03,c0ad4cb73134b12e91d6d0d79be9b63d,InstructBabbage,74,5,5,5,ITS GIVE 100 PERCNT RESULT,NO,NOVA
87b75a3cb6d34b12bcc21ce651faef2e,0d3efd2958bdc5df4016a3ff4209c76b,InstructBabbage,76,4,5,4,It generally gave me answers that made sense and answered the questions.,I think I refined how I worded my queries to more quickly and accurately draw the answer I needed from the assistant.,"Helpful, Quick, Clear"
bc9c0fd2ccc24946a230d492ea78813e,2051b525ab6d2663f7e12ed69c46c1fe,InstructBabbage,68,5,5,5,It answered everything almost with total accuracy!,"I might have re-worded things in order to get a more clear response, instead of just some generalizations.","Nice, helpful, modern, revolutionary, and assistive."
7a4af9e82b1941d99cba5891b4555368,a4cfee82480f25380b95822a8a765bdd,InstructBabbage,12,3,4,5,it gave me actual answers to some of the problems.,"no, it didnt","robotic, non thinking, unintelligent"
547b347eeec340a4a97f43dd1ca58741,d781a18f963298bae320a16064c2425e,InstructBabbage,23,5,5,5,The assistant answered all my questions no matter how I phrased them!,"Yes! At first, I just copied the question so I knew I could get the answer. After the first round, I started paraphrasing, and the AI still understood what I needed.","Smart, confident!"
b3002ae1829a4c4a94718e4c441e0e4d,3b207e166cabba9680863e9346f21971,InstructBabbage,75,4,5,5,"The AI had some ambigiuous answers on some of the questions/answers. For example on the question about what ""food comodities rise"", I tried to follow the instructions on how to ask the question, I included the answers so the AI would pick the correct one. But when the AI answered, it seemed to give me multiple answers, I would have picked at least two of the answers becuase the AI suggested there was more than one correct answer. The answer was 'meat, fruits, beans' of the commodities that rise.","I guess it became easier to formulate questions. I tried to follow the instructions and compose the questions in a very specific manner, but it became easier as the task went on.","succint, quick, ambigious, helpful"
fda2cf7a7a424fc19609817f5de5878b,bb5772277459584f156554fb0a1befe6,InstructBabbage,31,4,4,3,"It helped me rule out some of the answers, but it didn't give me a complete response to my questions","I wasn't sure I was supposed to use it after the first time I used it, so I only used it once, sorry. Since it said not to refresh the page, and there was no indication if I was supposed to use it again, I was afraid to try it again. It told me to use it on one question, but then it didn't refresh or suggest that it was ready to be used again.","confusing, basic"
f04bb2a0bbe946b4b8806cc3ddc912b8,f4e300f46b4f5ad55ae9d89b56fadda6,InstructBabbage,44,3,4,5,"Yeah, it was apart from a few instances",It did not change,"Wonderful, Beautiful, Helpful"
debe3f9462074bff831577777eca0f58,443e51bca859b06229ef09a077a03e51,InstructBabbage,0,2,1,1,I felt like the answers I got were conflicting and actually made me more confused.,I tried rewording them over time but I just generally felt like the assistant was not helping. I felt better making guesses than using the assistant. I kept feeling like I didn't fully understand how to use the assistant.,"Confusing, misunderstanding, misleading"
a94b3f930ce64534b09f8ddf166b2527,5a1d74fd11de16366752098d81c4b901,InstructBabbage,86,5,5,5,I used the information in the answers,no,"helpful, knowlegeable"
13c81a2d417347efa36cf42c7f2062e4,f5bb39e9cad6170ff75204041b593048,InstructBabbage,94,4,4,2,Usually the AI Assistant was able to give me an answer that I thought was correct.,"I used the same approach for each question, where I would try to find the most simple question that would get me a correct answer. If that didn't work, then I would try to incorporate the answers into the question to see if that helped. I used this approach for all questions.","Dense, specific, informative"
92c1b7b1211b4857a2120a789799fc14,f744f97236adbd365e8c113ff28d448c,InstructBabbage,87,4,5,3,It gave me helpful answers on questions I had no idea of the answer.,I just tried multiple different ways of asking the same question until I got some consistency.,"Helpful, quick, (a little) confusing"
8906e19044424b6c9da2cb873fc13508,88a81b4d76d9f31be37a2ffe9bb8e2ab,InstructBabbage,28,5,5,5,They gave well thought out answers,No,Speedy
9301b292a52643b19d3910198474bcd6,1fa08bf16a69c99e5b232cea30c9f2b7,InstructBabbage,0,2,2,5,"I didn't find it doing much more than pulling definitions from a textbook.  Even attempting to rephrase a question or offering the 4 options I was given as potential answers didn't help.  I eventually found that simply asking the same question over and over was the best way to use the AI.  However, it would still not give me an answer that was available of the 4 choices.  For example, it told me that in 2015 forest coverage was 15%, but that wasn't an available answer for me to choose.","Yes, initially I tried to use it as the instruction in the HIT stated, but it didn't work well.  Eventually I just asked the questions repeatedly and tried to find a commonality among the responses it provided.","(not exactly adjectives, but) - textbook, definition, stale, strict, cold"
3d1d050c0efb4ee78de41368330fd265,2e76906711613d1420ac9152b6adb117,InstructBabbage,62,4,4,4,"Overall, it was helpful. It gave me quality information from just a few key words. It was only unhelpful when the question is asking about a very specific subject/answer, and the key words are commonly used by people.",I ended up asking a properly written question instead of just entering key words.,Heplful. A bit repeatative if I keep asking for results from the same key words.
52bd0876cff8474ba823b887e28060ec,88250252b24610f46d8416984fb27dd0,InstructBabbage,17,4,4,5,"the questions i had had to do with trade and medicine, things that I have little knowledge in. so i just accepted the answers it gave me. the only question that i absolutely knew the answer to was the names of donald duck's nephews. the AI gave me the right answer, so I trusted the AI with the rest of the answers",not really. i found it difficult to formulate questions that were easy to understand and straightforward and not just restating the original question.,"simple, quick, easy to use, fluent"
cc944feef6854d0db0f9bb3474580bd4,8356241a62ccda8d42b92a3d8e0b06b9,InstructBabbage,52,5,3,5,I would say neutral. It at times did not answer the question correctly,no,"Intelligent, smart, kind"
14a701fd91c44c18970bfa8f4d84dbe6,ad5122cf863e50615c49742be05a507e,InstructBabbage,66,4,5,5,after i fiwured out what to ask he came up with good answers or enough information I could fiqure out answer by asking it another question,I learned what way to input information worked better like adding some af the answers to the input.,smart quick informed
30ae984edda840f49c9c4a04b4295639,d23cbeb11b633f1bfdb59c90ab9fabed,InstructBabbage,75,4,4,5,It provided me with answers as to what i was guessing because i was unsure.,yes sometimes i thought it was not correct,"fast, intelligence"
e01abf16839544d89073f0bc4e541999,85b342f6b6d98c041484cbc3025f0ab3,InstructBabbage,41,4,4,4,some of the answers were a bit off and did not go with the multiple choice,no,Fun and informative
ebf4dae24bb24deea6c60c7f192d3b2b,ade8daaaac19800b5dd03a9323001824,InstructBabbage,53,4,4,5,"Some times it gave an answer that was obviously the answer to my question, while other times I had to further use deduction to decide which of the multiple choice answers given in the problem was correct.",Not really. But I did try to phrase my questions better or more concisely I guess.,"helpful, useful"
8b2d68cb5c4d4362913d6508b05b1389,1de6da39df6a992bc98400496365713d,InstructBabbage,8,3,4,5,"Well, it was helpful to put me on the right track, and given I didn't know ANY of the answers - which will be shown by answers I gave without the assistant - it was paramount to my performance. In some cases it was vague or difficult, but for the most part it helped me either 1) make an educated guess, or 2) give me the direct answer. So it was helpful in the fact that it provided me with a bit of knowledge to actually give an alright answer.","A little. At the start I tried to just copy/paste the question just to see if it would work. After trying that, I instead looked at the answer it gave, looked at keywords given, and then use those words in my new questions or statements, and that would end up getting me closer to the answer.","Delightful, Useful, Helpful, Attractive."
c9afdc6be6b047a296360e09edee6ebd,043d498b6adbc1701f0231679462cc32,InstructBabbage,52,3,4,2,"when I phrased the questions well, the answers I needed could be found in the AI's response. One time the answer was complete gobbledygook tho!","I tried the leading statement form, and that was more effective than a question seeking information.","nonhuman, non-intuitive, limited, knowledgeable"
83310280b3af40fe834731578c7728eb,047f33edf66c14837092eeb2614a67e6,InstructBabbage,84,4,4,4,I found the AI Assistant helpful because it sometimes gave an answer that helped me answer the question.,No.,"Useful, interesting."
48a1fe92a5aa402fbbcaa40cd21b8211,807a682b0bd08c5f8dc2a823a76b4b56,InstructBabbage,67,4,4,4,I was able to get answers for most of the queries I made.,I simplified my questions and made different kinds of searches that I thought would lead to finding the answer by adjusting to how I thought the AI may answer.,"Slow, clueless"
2c56f4c30a064ed98912af804e76a73f,d4f545fed8b48822c7cceddf16c57a21,InstructBabbage,34,2,2,4,The responses did not provide enough information to discriminate between the possible answers.,"No, I don't think I changed over the course of the questions.",basic
0a646829db3e401b8392580585346e4c,f9b7d8796da6c331e0a2daf15439d094,InstructBabbage,69,4,5,4,helpful,"Yes, I tried to present the answer choices more clearly.",Specific
9d2403b97bcb45169d32f8c85284023f,0989f0d3ec5306228958b10b29339302,InstructBabbage,83,2,3,4,"I found the AI Assistant unhelpful because its answers were inconsistent. It would provide a different answer depending on how queries were structured so sometimes you'd get different answers if you rephrased your question. This resulted in a lot of second-guessing and needing to think of multiple ways to ask the same query so as to ensure I was getting the ""correct"" answer from the AI. Another problem I found is that the AI Assistant will always give a ""definitive"" response so that it always sounds confident or that it has the ""right"" answer even when it's wrong. If I had accepted the assistant's response without question, I would have gotten some of the questions wrong.","Initially I tried providing all multiple choice responses to the AI Assistant to see if it could pick out the right response from all options, but I eventually transitioned toward simply asking it the question and seeing if its response matched the answers available from the options. If the answer didn't match, I'd try asking again with some multiple choice responses thrown in. Sometimes I asked the AI Assistant to define the answer choices because I was relatively certain of the answer and wanted to double check my response with the assistant instead of asking it to answer for me.","Inconsistent, unreliable, unconvincing, untrustworthy"
b0d918a30e59407589a8deab48bbc6ea,4d56f6e738520cc5e9e4af91af71835e,InstructBabbage,88,4,5,5,Because it felt like I was not alone in trying to find the answers,"I didn't notice a change, I only noticed that sometimes if I refaced  the question I could get a more precise answer","Entertaining, Useful,Good,Companion"
4d22859c906d48b290ea87cfc11e3930,d3e3a60e68f08ef201d04e0ffe9ff2ca,InstructBabbage,86,5,5,5,It gave me information on topics that I did not know well.,"It depended on how the question was phrased and what kind of information I needed. Sometimes it seemed simpler to just feed the original question to the AI, if it was a simple, straightforward question. But at other times, I needed to rephrase it to make it simpler, or to reverse it.","Reliable, articulate, helpful, organized, perceptive"
8e4ae0e1d3114e3ebca89d90eae0cdd3,63810d956fbd53eace64b8348d9f0f16,InstructBabbage,28,4,5,5,"If given the correct wording, they were able to give you the needed answer to the question.","Yes, I started to use less words and tried to be as simple as possible","Simple, quick and easy"
37e750f075b14dd09c35b599acfb1a45,33e8ff03326c754a44795d864fd66632,InstructBabbage,50,3,4,3,"Sometimes no matter what I tried I couldn't get an answer, other times I got more than one answer which I could only pick one of the two.","Not really, I just had to modify my questions sometimes.","Interesting, helpful"
80f19093cc6844ceaeaadd8b534aa801,c929c27a59d5e74b0f259a4924f99d70,InstructBabbage,87,5,3,5,It couldn't really answer my questions. I had to ask additional questions to get to the actual answer.,I had to ask it more questions as the questions got harder.,"frustrating, incompeteent"
45a1d4f383fa40ddadd8e8c5d38f6983,d4319d95ba2f4e5e61b47fde19d991e5,InstructBabbage,36,2,3,3,"It helped on one, or two, but didn't really give an answer for the rest.",I tried rephrasing the query.,Vague
fabc4f59e26444a8b6983dfb1af2e396,df98dca2a17957477fd262ca2106df34,InstructBabbage,31,5,5,5,The assistant was helpful because it provided a clear understanding of the answer.,No it did not change.,"Smart, helpful, concise, and thorough."
57248f06a28e43e79c191aa56aae1f67,ce50853ea94b4880854ba2305759309b,InstructBabbage,14,4,4,4,"It helped somewhat, it was more challenging to figure out how to ask/ formulate a response that could assist me","yes, figuring out how to formulate question to get answers , it wasn't a smooth as asking googling. was a little challenging at first to learn how to ask and learn the system , no to formulate to big of a question but something that could help in answer my question.",useful
d3a70b1ca4a948b09fae48450a131c26,799ecd4544d26e39e1a2485b5a305317,InstructBabbage,36,5,4,4,"The longer I used it, the more helpful I found it. Really, at a glance it's kind of frustrating to use. However, the more info you feed it the better its results seem to be. If I could go back and restart then I think I'd have a much smoother time with it.","At first I was trying to work with it and get bits and pieces of answers, then put 2 and 2 together myself. By the end of it, I was using the AI to completely answer things.","Diligent, Insightful, Adaptable"
54814ccc572a43c3afe8c2575c6701ed,d0b639731482309d7a085c46c0fbcf56,InstructBabbage,28,3,3,4,It didn't really pick up good results for my searches. Some of it just seemed randomly generated with those words. It didn't get to information in ways that I'm used to.,"I tried rewording my queries to make it pick up something, but I didn't really figure it out. I didn't have many questions to try it on, since I knew a few of the answers on my own.","difficult, particular, clunky"
76a69c139f594231b913217c36647a4f,d035057052c461fd8ed6fbb539db2907,InstructBabbage,38,5,5,5,It gave prompt answers with no garbled text at all.,"Yes, I started out being very specific and then started to be a little more general.","quick, efficient, easy, reliable"
d8690fcc26e74e96a9ee89370a9d1d4d,a354060748901d785c4720e156553e31,InstructBabbage,54,3,4,5,Once I phrased the questions in a manner the AI could parse it would find the correct answer (except for the Saudi Arabia one),"Yes, I experimenting a bit with different phrasing and focusing less on grammar but more on key words","interesting, unusual, convienent"
cbea84f5895049139560c617d1041a8d,f7fb4466e7b2363eb188b5c641be5481,InstructBabbage,97,5,4,4,It provided some answers or at least some exclusions to the questions.,"Yes, I tried wording my questions different to get better answers.",Knowledgeable
70cbb80d04ea43fa84d66840c7d69c74,99084ac3cc29d2b1361e9cd4bde9a8f2,InstructBabbage,43,4,4,3,"The assistant seemed to be able to answer the questions or give a direction. But, it appeared to be wrong or did not always provide one of the possible answers at times. However, I may have been asking the questions in the wrong format. I needed to go back and look at the HIT page (I was given a window warning for leaving the page). I was only able to use the AI for 4 of the 11 questions. At the end, I felt I better got the hang of it, but it was the final question. Some of the questions were complex and I felt I needed to copy everything word for word, but I don't know if this was the best way given the simplicity of the last question and provided answer. I hope I did it correctly. Thanks","Yes. As explained above, I felt I better got the hang of it. It seemed to be more effective with some simplicity.","Specific, semi intuitive, intelligent."
